Affiliations	Record Count	% of 3,072
UNIVERSITAS HASANUDDIN	1	0.033
UNIVERSITAS LAMBUNG MANGKURAT	1	0.033
UNIVERSITE DE LILLE	1	0.033
UNIVERSITE DE LILLE ISITE	1	0.033
UNIVERSITE DE SAVOIE	1	0.033
UNIVERSITE FEDERALE TOULOUSE MIDI PYRENEES COMUE	1	0.033
UNIVERSITE LIBRE DE BRUXELLES	1	0.033
UNIVERSITE PERPIGNAN VIA DOMITIA	1	0.033
UNIVERSITY CENTRE SVALBARD UNIS	1	0.033
UNIVERSITY FOREIGNERS PERUGIA	1	0.033
UNIVERSITY HAWAII HILO	1	0.033
UNIVERSITY OF AKUREYRI	1	0.033
UNIVERSITY OF ALASKA ANCHORAGE	1	0.033
UNIVERSITY OF ALASKA SOUTHEASTERN	1	0.033
UNIVERSITY OF ALLAHABAD	1	0.033
UNIVERSITY OF ANTWERP	1	0.033
UNIVERSITY OF BASILICATA	1	0.033
UNIVERSITY OF BASQUE COUNTRY	1	0.033
UNIVERSITY OF BAYREUTH	1	0.033
UNIVERSITY OF BIRJAND	1	0.033
UNIVERSITY OF BRIGHTON	1	0.033
UNIVERSITY OF CALIFORNIA RIVERSIDE	1	0.033
UNIVERSITY OF CANTERBURY	1	0.033
UNIVERSITY OF COLORADO DENVER	1	0.033
UNIVERSITY OF CYPRUS	1	0.033
UNIVERSITY OF ERLANGEN NUREMBERG	1	0.033
UNIVERSITY OF GOTHENBURG	1	0.033
UNIVERSITY OF GRAZ	1	0.033
UNIVERSITY OF GRONINGEN	1	0.033
UNIVERSITY OF HONG KONG	1	0.033
UNIVERSITY OF ICELAND	1	0.033
UNIVERSITY OF KHARTOUM	1	0.033
UNIVERSITY OF LAUSANNE	1	0.033
UNIVERSITY OF LEICESTER	1	0.033
UNIVERSITY OF LONDON SCHOOL ORIENTAL AFRICAN STUDIES SOAS	1	0.033
UNIVERSITY OF MALTA	1	0.033
UNIVERSITY OF MINNESOTA DULUTH	1	0.033
UNIVERSITY OF MISSISSIPPI	1	0.033
UNIVERSITY OF NAPLES FEDERICO II	1	0.033
UNIVERSITY OF NEW ENGLAND MAINE	1	0.033
UNIVERSITY OF NORTH CAROLINA CHARLOTTE	1	0.033
UNIVERSITY OF OKLAHOMA NORMAN	1	0.033
UNIVERSITY OF OKLAHOMA SYSTEM	1	0.033
UNIVERSITY OF PADUA	1	0.033
UNIVERSITY OF PALERMO	1	0.033
UNIVERSITY OF PORTSMOUTH	1	0.033
UNIVERSITY OF POTSDAM	1	0.033
UNIVERSITY OF QUEBEC	1	0.033
UNIVERSITY OF QUEENSLAND	1	0.033
UNIVERSITY OF ROCHESTER	1	0.033
UNIVERSITY OF ROME TOR VERGATA	1	0.033
UNIVERSITY OF RYUKYUS	1	0.033
UNIVERSITY OF SAN FRANCISCO	1	0.033
UNIVERSITY OF SIENA	1	0.033
UNIVERSITY OF SOFIA	1	0.033
UNIVERSITY OF ST ANDREWS	1	0.033
UNIVERSITY OF ST THOMAS MINNESOTA	1	0.033
UNIVERSITY OF TEXAS ARLINGTON	1	0.033
UNIVERSITY OF TEXAS EL PASO	1	0.033
UNIVERSITY OF THE WEST INDIES	1	0.033
UNIVERSITY OF TRENTO	1	0.033
UNIVERSITY OF URBINO	1	0.033
UNIVERSITY OF VIENNA	1	0.033
UNIVERSITY OF VIRGINIA	1	0.033
UNIVERSITY OF WEST BOHEMIA PILSEN	1	0.033
UNIVERSITY OF WISCONSIN MILWAUKEE	1	0.033
UNIVERSITY OF WISCONSIN PLATTEVILLE	1	0.033
UNIVERSITY OF WOLLONGONG	1	0.033
UNIVERSITY OF WYOMING	1	0.033
UNIVERSITY OF YORK UK	1	0.033
UNIVERSITY ORT URUGUAY	1	0.033
UNIVERSITY TORONTO MISSISSAUGA	1	0.033
UNIVERSITY TOWN OF SHENZHEN	1	0.033
US AIR FORCE RESEARCH LABORATORY	1	0.033
US COAST GUARD	1	0.033
US COASTAL EDUC RES FDN	1	0.033
US FISH WILDLIFE SERVICE	1	0.033
US NATL GEOSPATIAL INTELLIGENCE AGCY	1	0.033
US NATL GEOSPATIAL INTELLIGENCE AGCY NGA	1	0.033
US NAVAL OBSERV	1	0.033
US NAVY NAVAL SEA SYSTEMS COMMAND	1	0.033
USA	1	0.033
USA PROXEMY RES	1	0.033
USER SYST ENTERPRISES	1	0.033
USNO	1	0.033
USRA	1	0.033
UZH	1	0.033
VALE INST TECNOL	1	0.033
VALPARAISO UNIVERSITY	1	0.033
VANCOVER ISL UNIV	1	0.033
VANDERBILT UNIVERSITY	1	0.033
VECTIS ENVIRONM CONSULTANTS LLP	1	0.033
VENCORE	1	0.033
VENCORE INC	1	0.033
VENTURE GEOMAT LTD	1	0.033
VILLA DOLORES ZOO	1	0.033
VIRGINIA INSTITUTE OF MARINE SCIENCE	1	0.033
VISIOTERRA	1	0.033
VITROCISET	1	0.033
VOIPFUTURE GMBH	1	0.033
VTOPU	1	0.033
WADIA INSTITUTE OF HIMALAYAN GEOLOGY WIHG	1	0.033
WALLOPS FLIGHT FACIL	1	0.033
WALTER REED ARMY INSTITUTE OF RESEARCH WRAIR	1	0.033
WASHINGTON ANALYT SERV CTR INC	1	0.033
WASHINGTON STATE UNIVERSITY	1	0.033
WATER INST GULF	1	0.033
WATER RESOURCES AGCY	1	0.033
WAVES SOLITONS LLC	1	0.033
WAVETRONIX INC	1	0.033
WAYNE STATE UNIVERSITY	1	0.033
WESTFIELD STATE UNIVERSITY	1	0.033
WETLANDS INT	1	0.033
WHEATON COLLEGE	1	0.033
WHEELING UNIVERSITY	1	0.033
WILFRID LAURIER UNIVERSITY	1	0.033
WILLIAM MARY	1	0.033
WMO ATMOSPHER ENVIRONM RES DIV	1	0.033
WMO RA VI REG CLIMATE CTR NETWORK	1	0.033
WOODS HOLE GRP INC	1	0.033
WORLD METEOROL ORG	1	0.033
WORLD RESOURCES INST	1	0.033
WORLD WILDLIFE FUND	1	0.033
WYOMING GEOG INFORMAT SCI CTR WYGISC	1	0.033
XINJIANG INSTITUTE OF ECOLOGY GEOGRAPHY CAS	1	0.033
YANGTZE NORMAL UNIVERSITY	1	0.033
ZEL TECHNOL	1	0.033
ZELTECHNOL LLC	1	0.033
ZELTECHNOLOGY LLC	1	0.033
ZHEJIANG OCEAN UNIVERSITY	1	0.033
ZOOLOGICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES	1	0.033
2 record(s) (0.065%) do not contain data in the field being analyzed
