Authors	Record Count	% of 94,965
Cronin TM	9	0.009
Cross JN	9	0.009
Cuneo NR	9	0.009
Cunningham S	9	0.009
Czeschel L	9	0.009
Czeschel R	9	0.009
Dai CL	9	0.009
Dai LM	9	0.009
Dale A	9	0.009
Damm E	9	0.009
Damm V	9	0.009
Damtie B	9	0.009
Danovaro R	9	0.009
Das I	9	0.009
David C	9	0.009
Davila FM	9	0.009
Davis M	9	0.009
De Almeida DRA	9	0.009
De Deckker P	9	0.009
De Santis A	9	0.009
De Vleeschouwer D	9	0.009
De Vries H	9	0.009
Dedieu JP	9	0.009
Defourny P	9	0.009
Degnan JJ	9	0.009
Dekeyser I	9	0.009
Del Genio AD	9	0.009
Del Rio RA	9	0.009
Delandmeter P	9	0.009
Delire C	9	0.009
Delworth T	9	0.009
Denbo DW	9	0.009
Deng LS	9	0.009
Dentale F	9	0.009
Dente L	9	0.009
Deschamps A	9	0.009
Devey C	9	0.009
Devred E	9	0.009
Dewan A	9	0.009
Di KC	9	0.009
Dias FB	9	0.009
Dias J	9	0.009
Dickey T	9	0.009
Dickey TD	9	0.009
Dieckmann GS	9	0.009
Diez A	9	0.009
Digirolamo NE	9	0.009
Dimri AP	9	0.009
Ding MR	9	0.009
Divine D	9	0.009
Dixon DA	9	0.009
Djajadihardja YS	9	0.009
Djath B	9	0.009
Dobhal DP	9	0.009
Dong JW	9	0.009
Dong PL	9	0.009
Dong XQ	9	0.009
Dong YP	9	0.009
Donlon CJ	9	0.009
Donohue K	9	0.009
Doremus G	9	0.009
Doubrovine PV	9	0.009
Douglas TA	9	0.009
Douillet P	9	0.009
Doulgeris AP	9	0.009
Douville E	9	0.009
Dowd M	9	0.009
Drago A	9	0.009
Dufau C	9	0.009
Duffe J	9	0.009
Duhamel G	9	0.009
Dumberry M	9	0.009
Dunn JR	9	0.009
Dupont TK	9	0.009
Durden JM	9	0.009
Durrant TH	9	0.009
Dyhrman ST	9	0.009
Eble MC	9	0.009
Eelsalu M	9	0.009
Ekaykin AA	9	0.009
Ekholm S	9	0.009
Ellingsen I	9	0.009
Elsberry RL	9	0.009
Emerson SR	9	0.009
Emori S	9	0.009
Encrenaz P	9	0.009
Enriquez C	9	0.009
Erdogan E	9	0.009
Erickson PJ	9	0.009
Eriksson M	9	0.009
Esteban M	9	0.009
Etienne H	9	0.009
Evangelinos D	9	0.009
Evans JP	9	0.009
Evans KJ	9	0.009
Fabre F	9	0.009
Fabris M	9	0.009
Fagiolini E	9	0.009
Fairall C	9	0.009
Falina A	9	0.009
Falk U	9	0.009
Faluvegi G	9	0.009
Fan KG	9	0.009
Fang P	9	0.009
Fatoyinbo TE	9	0.009
Fedorov AM	9	0.009
Feng GC	9	0.009
Feng XR	9	0.009
Fenimore C	9	0.009
Fernandez A	9	0.009
Fernandez-prieto D	9	0.009
Ferrandiz JM	9	0.009
Ferreira T	9	0.009
Fieguth PW	9	0.009
Fienga A	9	0.009
Fieux M	9	0.009
Finkl CW	9	0.009
Flagg CN	9	0.009
Fleming A	9	0.009
Flocco D	9	0.009
Flueh E	9	0.009
Fluet-chouinard E	9	0.009
Foley D	9	0.009
Fore A	9	0.009
Forget P	9	0.009
Forte G	9	0.009
Francis MP	9	0.009
Franco BC	9	0.009
Franco-gordo C	9	0.009
Freer J	9	0.009
Freeshah M	9	0.009
Frery ML	9	0.009
Fretwell PT	9	0.009
Frey KE	9	0.009
Frieler K	9	0.009
Frolov S	9	0.009
Froyland G	9	0.009
Fu BJ	9	0.009
Fu R	9	0.009
Fu XY	9	0.009
Fuentes M	9	0.009
Fuller-rowell TJ	9	0.009
Fulton EA	9	0.009
Funk M	9	0.009
Fyke J	9	0.009
Gaedicke C	9	0.009
Gaillardet J	9	0.009
Gaines SD	9	0.009
Galetzka J	9	0.009
Gandolfi S	9	0.009
Gao GP	9	0.009
Gao Q	9	0.009
Gao YH	9	0.009
Gao YP	9	0.009
Garces-vargas J	9	0.009
Garcia-garcia D	9	0.009
Garcia-mondejar A	9	0.009
Garg PK	9	0.009
Garreaud RD	9	0.009
Garvin JB	9	0.009
Gaspar JL	9	0.009
Gasperini L	9	0.009
Ge Y	9	0.009
Geng T	9	0.009
Genthon P	9	0.009
Gentili B	9	0.009
Gerbault M	9	0.009
Geremia-nievinski F	9	0.009
Gerritsen H	9	0.009
Gerya TV	9	0.009
Gessner U	9	0.009
Ghobadi-far K	9	0.009
Giangregorio G	9	0.009
Giardino C	9	0.009
Giles KA	9	0.009
Gillett NP	9	0.009
Gladstone RM	9	0.009
Glenn NF	9	0.009
Glibert PM	9	0.009
Glimsdal S	9	0.009
Gloaguen R	9	0.009
Glover DM	9	0.009
Gohda N	9	0.009
Golynsky AV	9	0.009
Gomes HD	9	0.009
Gong WP	9	0.009
Gong Z	9	0.009
Goni MFS	9	0.009
Gonzalez HE	9	0.009
Good S	9	0.009
Gorsky G	9	0.009
Goyet C	9	0.009
Grard R	9	0.009
Grebmeier JM	9	0.009
Greenan BJW	9	0.009
Greenslade D	9	0.009
Gregoire TG	9	0.009
Grimalt JO	9	0.009
Groeneveld J	9	0.009
Groeskamp S	9	0.009
Grohmann CH	9	0.009
Gronewold AD	9	0.009
Gu SF	9	0.009
Guan SD	9	0.009
Guan WB	9	0.009
Guard C	9	0.009
Gueydan F	9	0.009
Guillaume B	9	0.009
Guille G	9	0.009
Guillocheau F	9	0.009
Guinle T	9	0.009
Guo B	9	0.009
Guo JM	9	0.009
Guo SL	9	0.009
Guo XH	9	0.009
Gupta GVM	9	0.009
Gupta SK	9	0.009
Gutknecht E	9	0.009
Hackert EC	9	0.009
Haeberli W	9	0.009
Hafner J	9	0.009
Hahn S	9	0.009
Hamylton SM	9	0.009
Han D	9	0.009
Han G	9	0.009
Han YL	9	0.009
Hanasaki N	9	0.009
Harbitz CB	9	0.009
Harig S	9	0.009
Hart DE	9	0.009
Hashemi MR	9	0.009
Hawbaker TJ	9	0.009
Hawkes LA	9	0.009
Hawkings JR	9	0.009
Hawkins SJ	9	0.009
Haynes MS	9	0.009
He JY	9	0.009
He MX	9	0.009
He R	9	0.009
He XB	9	0.009
He ZJ	9	0.009
Healey SP	9	0.009
Heaney KD	9	0.009
Heesemann M	9	0.009
Heim RR	9	0.009
Hein CJ	9	0.009
Heinrich P	9	0.009
Heinze C	9	0.009
Heinzel G	9	0.009
Helsen MM	9	0.009
Henry M	9	0.009
Henry P	9	0.009
Hensen C	9	0.009
Henstock T	9	0.009
Herber A	9	0.009
Herman A	9	0.009
Hermanson L	9	0.009
Hickman AE	9	0.009
Hilburn K	9	0.009
Hinson DP	9	0.009
Hirabayashi M	9	0.009
Ho KC	9	0.009
Hoeg P	9	0.009
Hoffmann H	9	0.009
Hole LR	9	0.009
Holland WR	9	0.009
Hollaus M	9	0.009
Hollis CJ	9	0.009
Holt T	9	0.009
Holz RE	9	0.009
Hori T	9	0.009
Horsburgh KJ	9	0.009
Hostetler CA	9	0.009
Hou JZ	9	0.009
Houk A	9	0.009
Houweling S	9	0.009
Hu SB	9	0.009
Hu X	9	0.009
Hu Z	9	0.009
Hua BL	9	0.009
Huang CC	9	0.009
Huang F	9	0.009
Huang JX	9	0.009
Huang XM	9	0.009
Huang YX	9	0.009
Huang ZW	9	0.009
Hunegnaw A	9	0.009
Huret M	9	0.009
Huveneers C	9	0.009
Hvidegaard SM	9	0.009
Hyeong K	9	0.009
Hyun CU	9	0.009
Hyyppa H	9	0.009
Iaffaldano G	9	0.009
Ide S	9	0.009
Ignatiuk D	9	0.009
Imai T	9	0.009
Ishihara T	9	0.009
Ishikawa I	9	0.009
Isse T	9	0.009
Iwai M	9	0.009
Jaber WA	9	0.009
Jackson HR	9	0.009
Jacobs ZL	9	0.009
Jacobsen D	9	0.009
Jales P	9	0.009
Jameel M	9	0.009
Jamjareegulgarn P	9	0.009
Jan G	9	0.009
Janussen D	9	0.009
Jarosch AH	9	0.009
Jeong KY	9	0.009
Ji F	9	0.009
Jia XL	9	0.009
Jin H	9	0.009
Jin YM	9	0.009
Johnson CR	9	0.009
Johnson WTK	9	0.009
Jomelli V	9	0.009
Jones A	9	0.009
Jones CD	9	0.009
Jones CKRT	9	0.009
Jones PW	9	0.009
Jordan T	9	0.009
Jordan TM	9	0.009
Jourdan F	9	0.009
Jouvet G	9	0.009
Juanes JA	9	0.009
Juricke S	9	0.009
Kaasalainen S	9	0.009
Kabidi K	9	0.009
Kaiser S	9	0.009
Kallenbach R	9	0.009
Kaminski T	9	0.009
Kamp PJJ	9	0.009
Kanevsky MB	9	0.009
Kang K	9	0.009
Kang KK	9	0.009
Kang S	9	0.009
Kao CC	9	0.009
Kao HY	9	0.009
Kao SJ	9	0.009
Kaplan J	9	0.009
Karp-boss L	9	0.009
Kaspi Y	9	0.009
Katsaros K	9	0.009
Kattge J	9	0.009
Kavvas ML	9	0.009
Kawaguchi S	9	0.009
Ke ZX	9	0.009
Keckhut P	9	0.009
Keenlyside NS	9	0.009
Keerthi MG	9	0.009
Keller LM	9	0.009
Kendrick E	9	0.009
Kennedy R	9	0.009
Kern M	9	0.009
Kerr AC	9	0.009
Key JR	9	0.009
Khelifa S	9	0.009
Khvorostovsky K	9	0.009
Kiang NY	9	0.009
Kido M	9	0.009
Kim YY	9	0.009
Kimoto K	9	0.009
Kimura JI	9	0.009
Kimura N	9	0.009
Kimura T	9	0.009
Kirillin G	9	0.009
Kirk R	9	0.009
Kirwan ML	9	0.009
Kishtawal CM	9	0.009
Kittel CMM	9	0.009
Kizu S	9	0.009
Klaucke I	9	0.009
Kleidon A	9	0.009
Klimenko MV	9	0.009
Koidl F	9	0.009
Kono Y	9	0.009
Kononov MV	9	0.009
Koren I	9	0.009
Kostoglodov V	9	0.009
Koszalka I	9	0.009
Kouraev A	9	0.009
Krasnopolsky V	9	0.009
Krishnamurti TN	9	0.009
Kroeger KF	9	0.009
Kroenke LW	9	0.009
Kumar AS	9	0.009
Kuroki M	9	0.009
Kusk A	9	0.009
Kutoglu SH	9	0.009
Kuttippurath J	9	0.009
Kwon JH	9	0.009
Laberg JS	9	0.009
Labriere N	9	0.009
Lacava T	9	0.009
Landaeta MF	9	0.009
Lander MA	9	0.009
Langdon C	9	0.009
Langlais B	9	0.009
Langlois A	9	0.009
Laran S	9	0.009
Laraque A	9	0.009
Laske G	9	0.009
Lavin A	9	0.009
Lawless AS	9	0.009
Laxague NJM	9	0.009
Laybourn-parry J	9	0.009
Le Moigne N	9	0.009
Le Pichon X	9	0.009
Le Toan T	9	0.009
Lear CH	9	0.009
Lecacheux S	9	0.009
Leduc-leballeur M	9	0.009
Lee BY	9	0.009
Lee GH	9	0.009
Lee M	9	0.009
Lee YS	9	0.009
Lee ZP	9	0.009
Lefsky M	9	0.009
Legendre L	9	0.009
Lehning M	9	0.009
Lembke-jene L	9	0.009
Lemenkova P	9	0.009
Lemos G	9	0.009
Lentz SJ	9	0.009
Leon S	9	0.009
Leonard GH	9	0.009
Leprovost C	9	0.009
Lewis C	9	0.009
Lewis HW	9	0.009
Lewison RL	9	0.009
Li JD	9	0.009
Li JW	9	0.009
Li LF	9	0.009
Li MT	9	0.009
Li SM	9	0.009
Li SW	9	0.009
Li TG	9	0.009
Li TH	9	0.009
Li WL	9	0.009
Li YD	9	0.009
Li YT	9	0.009
Liang C	9	0.009
Liang D	9	0.009
Liang JJ	9	0.009
Liebetrau V	9	0.009
Liebsch G	9	0.009
Lim HC	9	0.009
Lim J	9	0.009
Lin HC	9	0.009
Lin LC	9	0.009
Lin YJ	9	0.009
Lindenbergh R	9	0.009
Lindo-atichati D	9	0.009
Linley TD	9	0.009
Lipovsky BP	9	0.009
Lishaev PN	9	0.009
Liu CM	9	0.009
Liu HF	9	0.009
Liu LS	9	0.009
Liu SL	9	0.009
Liu SQ	9	0.009
Liu WH	9	0.009
Liu YW	9	0.009
Long CS	9	0.009
Lopez T	9	0.009
Lopez-dekker P	9	0.009
Lopez-quiros A	9	0.009
Lorenzzetti JA	9	0.009
Los SO	9	0.009
Loveday BR	9	0.009
Lowe S	9	0.009
Loyola D	9	0.009
Lu DS	9	0.009
Lu L	9	0.009
Lu XG	9	0.009
Lucieer A	9	0.009
Luna-jorquera G	9	0.009
Lymburner L	9	0.009
Ma CF	9	0.009
Ma N	9	0.009
Ma T	9	0.009
Ma XL	9	0.009
Ma YF	9	0.009
Ma ZH	9	0.009
Mackie EJ	9	0.009
Macpherson E	9	0.009
Madsen KS	9	0.009
Mahdianpari M	9	0.009
Maillard P	9	0.009
Majewski W	9	0.009
Malca E	9	0.009
Malecki J	9	0.009
Malenovsky Z	9	0.009
Maloney ED	9	0.009
Maloof AC	9	0.009
Maltese A	9	0.009
Mancini M	9	0.009
Manizade SS	9	0.009
Mannel B	9	0.009
Manton MJ	9	0.009
Mantovani C	9	0.009
Mao KB	9	0.009
Marino R	9	0.009
Marks F	9	0.009
Marques F	9	0.009
Martens HR	9	0.009
Martin D	9	0.009
Martin J	9	0.009
Martini M	9	0.009
Maslanik JA	9	0.009
Massei N	9	0.009
Masson D	9	0.009
Masters D	9	0.009
Matei D	9	0.009
Mateus M	9	0.009
Matondkar SGP	9	0.009
Mattei G	9	0.009
Matthews D	9	0.009
Matyas CJ	9	0.009
Matz KD	9	0.009
Mauritsen T	9	0.009
May SM	9	0.009
Mayorga E	9	0.009
Mcadoo D	9	0.009
Mcbride C	9	0.009
Mccarthy G	9	0.009
Mcdonald K	9	0.009
Mcgill M	9	0.009
Mcgill MJ	9	0.009
Mcgill RAR	9	0.009
Mcintosh K	9	0.009
Mclaughlin D	9	0.009
Mcmanus MA	9	0.009
Mcminn A	9	0.009
Mcphee J	9	0.009
Meier T	9	0.009
Melelli L	9	0.009
Melsom A	9	0.009
Melvold K	9	0.009
Mendes VB	9	0.009
Mendonca A	9	0.009
Meng GJ	9	0.009
Meng Y	9	0.009
Menichetti M	9	0.009
Merkouriadi I	9	0.009
Mermoz S	9	0.009
Merrifield ST	9	0.009
Metref S	9	0.009
Meyer FJ	9	0.009
Middelkoop H	9	0.009
Mikhailov V	9	0.009
Miller C	9	0.009
Miller CE	9	0.009
Miller RL	9	0.009
Mimoun D	9	0.009
Minarechova Z	9	0.009
Mishonov A	9	0.009
Misra A	9	0.009
Mitchell AC	9	0.009
Mitchell BG	9	0.009
Mo F	9	0.009
Moffat C	9	0.009
Moftakhari H	9	0.009
Moghaddam M	9	0.009
Mognard N	9	0.009
Molnar P	9	0.009
Moloney CL	9	0.009
Monfret T	9	0.009
Monte-moreno E	9	0.009
Montesi LGJ	9	0.009
Mooers CNK	9	0.009
Moorcroft PR	9	0.009
Moore A	9	0.009
Moreira M	9	0.009
Morgan J	9	0.009
Morice C	9	0.009
Morris PJ	9	0.009
Mortlock TR	9	0.009
Moteki M	9	0.009
Mountrakis G	9	0.009
Mowlem M	9	0.009
Mu B	9	0.009
Muhleman DO	9	0.009
Muir DCG	9	0.009
Mulholland MR	9	0.009
Mullan AB	9	0.009
Muller FL	9	0.009
Muller V	9	0.009
Munk WH	9	0.009
Murakami K	9	0.009
Murbock M	9	0.009
Murnaghan K	9	0.009
Murooka J	9	0.009
Murty PLN	9	0.009
Musyl MK	9	0.009
Myers E	9	0.009
Myrberg K	9	0.009
Nadeau LP	9	0.009
Naeimi V	9	0.009
Nagai S	9	0.009
Nagel P	9	0.009
Nagy H	9	0.009
Nakamura N	9	0.009
Nakamura R	9	0.009
Nakanishi A	9	0.009
Nakaoka S	9	0.009
Nan Y	9	0.009
Nasiri SL	9	0.009
Navon IM	9	0.009
Neal CR	9	0.009
Neary VS	9	0.009
Nechaev DA	9	0.009
Nepal S	9	0.009
Newman PA	9	0.009
Newton R	9	0.009
Nezlin NP	9	0.009
Nichol SL	9	0.009
Nie WF	9	0.009
Niu XW	9	0.009
Niu YP	9	0.009
Nixon CA	9	0.009
Noel V	9	0.009
Nojiri Y	9	0.009
Norman L	9	0.009
Nothig EM	9	0.009
Novo EMLM	9	0.009
Numata K	9	0.009
Nurnberg D	9	0.009
Nye JA	9	0.009
Nyvlt D	9	0.009
O'dea E	9	0.009
O'leary M	9	0.009
Obeysekera J	9	0.009
Ohlmann JC	9	0.009
Oja T	9	0.009
Olive JA	9	0.009
Oliveira D	9	0.009
Oliver M	9	0.009
Omang OCD	9	0.009
Omira R	9	0.009
Ondreas H	9	0.009
Onken R	9	0.009
Osterberg EC	9	0.009
Ostro SJ	9	0.009
Ottera OH	9	0.009
Overpeck JT	9	0.009
Owen LA	9	0.009
Ozkan-haller HT	9	0.009
Ozsoy-cicek B	9	0.009
Paganelli F	9	0.009
Pal PK	9	0.009
Palin JM	9	0.009
Pan ZG	9	0.009
Panda SK	9	0.009
Pandit A	9	0.009
Pang CG	9	0.009
Panteleev GG	9	0.009
Pantosti D	9	0.009
Papathanassiou K	9	0.009
Pappalardo M	9	0.009
Paris R	9	0.009
Parnell AC	9	0.009
Patti B	9	0.009
Pauthenet E	9	0.009
Pecher I	9	0.009
Pedoja K	9	0.009
Peive AA	9	0.009
Pena A	9	0.009
Peneva E	9	0.009
Peng JH	9	0.009
Peng P	9	0.009
Penuelas J	9	0.009
Pepin P	9	0.009
Perego M	9	0.009
Perez B	9	0.009
Perivoliotis L	9	0.009
Pessenda LCR	9	0.009
Peters LE	9	0.009
Peterson B	9	0.009
Peterson TD	9	0.009
Petit G	9	0.009
Petropoulos GP	9	0.009
Pettinato S	9	0.009
Phillips MR	9	0.009
Piao SC	9	0.009
Pierce SD	9	0.009
Piersanti A	9	0.009
Pilo GS	9	0.009
Pindsoo K	9	0.009
Pinheiro LM	9	0.009
Pipitone C	9	0.009
Pisacane G	9	0.009
Pistorius PA	9	0.009
Piterbarg LI	9	0.009
Plant NG	9	0.009
Plater AJ	9	0.009
Plattner GK	9	0.009
Poisson A	9	0.009
Policelli F	9	0.009
Polo I	9	0.009
Pontes PRM	9	0.009
Popescu S	9	0.009
Popov S	9	0.009
Porter M	9	0.009
Portilla-yandun J	9	0.009
Potapov P	9	0.009
Potter H	9	0.009
Powell TM	9	0.009
Praks J	9	0.009
Prange L	9	0.009
Pratson LF	9	0.009
Prawirodirdjo L	9	0.009
Preller RH	9	0.009
Price JF	9	0.009
Proposito M	9	0.009
Provenzale A	9	0.009
Pryor SC	9	0.009
Psarra S	9	0.009
Pubellier M	9	0.009
Qi JB	9	0.009
Qi MM	9	0.009
Qi YF	9	0.009
Qian CC	9	0.009
Qiu N	9	0.009
Radeloff VC	9	0.009
Rahaman H	9	0.009
Raimondo JC	9	0.009
Rao SA	9	0.009
Rateb A	9	0.009
Rautiainen K	9	0.009
Ravindra R	9	0.009
Raymo ME	9	0.009
Rayson MD	9	0.009
Reale F	9	0.009
Redelsperger JL	9	0.009
Redfern JV	9	0.009
Reerink TJ	9	0.009
Reese R	9	0.009
Reichle R	9	0.009
Reid JS	9	0.009
Reilinger R	9	0.009
Reisinger RR	9	0.009
Reistad M	9	0.009
Rejou-mechain M	9	0.009
Remya PG	9	0.009
Ribes A	9	0.009
Ribolini A	9	0.009
Ricchi A	9	0.009
Richter B	9	0.009
Rigual-hernandez AS	9	0.009
Riguzzi F	9	0.009
Riquelme S	9	0.009
Ritchie H	9	0.009
Rivas MB	9	0.009
Roberts G	9	0.009
Roberts JJ	9	0.009
Robin C	9	0.009
Robins PE	9	0.009
Rocha C	9	0.009
Rodrigues M	9	0.009
Rogers R	9	0.009
Rommevaux-jestin C	9	0.009
Rood DH	9	0.009
Rosen PA	9	0.009
Rosenzweig C	9	0.009
Ross T	9	0.009
Rossi L	9	0.009
Rougier G	9	0.009
Roux H	9	0.009
Roxy MK	9	0.009
Rupolo V	9	0.009
Russell CT	9	0.009
Sa C	9	0.009
Saba VS	9	0.009
Sabbe K	9	0.009
Salabarnada A	9	0.009
Salehi B	9	0.009
Salisbury J	9	0.009
Salles P	9	0.009
Salstein D	9	0.009
Salvat B	9	0.009
Sanchez BV	9	0.009
Sannasiraj SA	9	0.009
Santini W	9	0.009
Santos AM	9	0.009
Santos F	9	0.009
Sanz R	9	0.009
Sarti G	9	0.009
Sato Y	9	0.009
Satoh M	9	0.009
Sawagaki T	9	0.009
Sawai Y	9	0.009
Sayouri A	9	0.009
Schaer S	9	0.009
Schafer M	9	0.009
Schauer U	9	0.009
Schenk T	9	0.009
Schindlbeck JC	9	0.009
Schlacher TA	9	0.009
Schlitzer R	9	0.009
Schmale J	9	0.009
Schmidt BE	9	0.009
Schmidt T	9	0.009
Schneebeli M	9	0.009
Schon S	9	0.009
Schutz Y	9	0.009
Schwanghart W	9	0.009
Scoccimarro E	9	0.009
Scozzari A	9	0.009
Seager R	9	0.009
Seama N	9	0.009
Semtner AJ	9	0.009
Senay GB	9	0.009
Senese A	9	0.009
Sensoy S	9	0.009
Senturk E	9	0.009
Serafin KA	9	0.009
Serra P	9	0.009
Seyoum WM	9	0.009
Shahgedanova M	9	0.009
Shaltout M	9	0.009
Shamsudduha M	9	0.009
Shang SP	9	0.009
Shearman RK	9	0.009
Shen LC	9	0.009
Shi JX	9	0.009
Shi R	9	0.009
Shi WZ	9	0.009
Shi Z	9	0.009
Shih HC	9	0.009
Shimizu M	9	0.009
Shimizu N	9	0.009
Shimozono T	9	0.009
Shin S	9	0.009
Shroyer E	9	0.009
Shutyaev VP	9	0.009
Siems ST	9	0.009
Sigmundsson F	9	0.009
Sillanpaa M	9	0.009
Silva T	9	0.009
Silveira G	9	0.009
Silvestrin P	9	0.009
Simav M	9	0.009
Simizu D	9	0.009
Simmons CT	9	0.009
Simon E	9	0.009
Simon KM	9	0.009
Simons W	9	0.009
Singh D	9	0.009
Singh MK	9	0.009
Sinton JM	9	0.009
Siringan FP	9	0.009
Sirven J	9	0.009
Sivakumar R	9	0.009
Skomal GB	9	0.009
Sliwinska J	9	0.009
Sloan H	9	0.009
Small C	9	0.009
Smalley R	9	0.009
Smith DM	9	0.009
Smith MD	9	0.009
Smith RD	9	0.009
Smith RG	9	0.009
Smitha BR	9	0.009
Snaith HM	9	0.009
Sobolev SV	9	0.009
Sohl F	9	0.009
Sokolov V	9	0.009
Sokov A	9	0.009
Somarakis S	9	0.009
Somavilla R	9	0.009
Sommer C	9	0.009
Sommeria J	9	0.009
Soncini A	9	0.009
Song B	9	0.009
Song DL	9	0.009
Song JL	9	0.009
Song W	9	0.009
Song XX	9	0.009
Soreide NN	9	0.009
Soruco A	9	0.009
Soto M	9	0.009
Soule SA	9	0.009
Speyerer EJ	9	0.009
Spezie G	9	0.009
Sridhar V	9	0.009
St-onge B	9	0.009
Stanislawska I	9	0.009
Statham PJ	9	0.009
Steinke S	9	0.009
Stening RJ	9	0.009
Stenseth NC	9	0.009
Stepanov DV	9	0.009
Stephenson GR	9	0.009
Stevens C	9	0.009
Stevens LA	9	0.009
Stewart KD	9	0.009
Stips A	9	0.009
Stocks KI	9	0.009
Stoker MS	9	0.009
Stopa J	9	0.009
Storkey D	9	0.009
Strass VH	9	0.009
Straub DN	9	0.009
Su DP	9	0.009
Su JZ	9	0.009
Suc JP	9	0.009
Sun DL	9	0.009
Sun LT	9	0.009
Sun ST	9	0.009
Sun ZH	9	0.009
Sun-mack S	9	0.009
Supendi P	9	0.009
Suter M	9	0.009
Sutherland G	9	0.009
Sutter J	9	0.009
Suzuki A	9	0.009
Svenning JC	9	0.009
Swail V	9	0.009
Swart NC	9	0.009
Swift RN	9	0.009
Swinney HL	9	0.009
Tahir AA	9	0.009
Tajrishy M	9	0.009
Takahashi A	9	0.009
Takahashi D	9	0.009
Takeuchi N	9	0.009
Talone M	9	0.009
Taloor AK	9	0.009
Tamsitt V	9	0.009
Tang CL	9	0.009
Tang LJ	9	0.009
Tangang F	9	0.009
Tappa E	9	0.009
Tate AJ	9	0.009
Taveira-pinto F	9	0.009
Taylor ML	9	0.009
Taymaz T	9	0.009
Tebaldi C	9	0.009
Tejada MLG	9	0.009
Tejedor B	9	0.009
Telling J	9	0.009
Terrinha P	9	0.009
Tesauro M	9	0.009
Thiel C	9	0.009
Thomas MD	9	0.009
Thomas T	9	0.009
Tian JY	9	0.009
Tian SY	9	0.009
Tiberi C	9	0.009
Ticconi F	9	0.009
Tilling R	9	0.009
Tinin MV	9	0.009
Toan TL	9	0.009
Tobin S	9	0.009
Todd J	9	0.009
Toimil A	9	0.009
Tol RSJ	9	0.009
Tonegawa T	9	0.009
Tonisson H	9	0.009
Torres-freyermuth A	9	0.009
Tourneret JY	9	0.009
Toyota T	9	0.009
Trebilco R	9	0.009
Trettin CC	9	0.009
Treverrow A	9	0.009
Trewin BC	9	0.009
Troitskaya Y	9	0.009
Troupaki E	9	0.009
Trouve E	9	0.009
Tsai CH	9	0.009
Tsai WY	9	0.009
Tsuda Y	9	0.009
Tsumune D	9	0.009
Tsuruta S	9	0.009
Tsutsumi E	9	0.009
Tulloch AJ	9	0.009
Tulloch R	9	0.009
Uboldi F	9	0.009
Uebbing B	9	0.009
Uehara H	9	0.009
Uiboupin R	9	0.009
Urakawa S	9	0.009
Urgeles R	9	0.009
Usubaliev R	9	0.009
Valavanis VD	9	0.009
Valdivia N	9	0.009
Valitov MG	9	0.009
Valladares CE	9	0.009
Valladeau G	9	0.009
Van Der Boog CG	9	0.009
Van Liefferinge B	9	0.009
Van Roekel LP	9	0.009
Van Vledder GP	9	0.009
Van Westen RM	9	0.009
Varlamov SM	9	0.009
Vecchi G	9	0.009
Vecchione M	9	0.009
Veettil BK	9	0.009
Veitch J	9	0.009
Velden CS	9	0.009
Verbeeck H	9	0.009
Verhoef W	9	0.009
Verley P	9	0.009
Vetrano A	9	0.009
Vieira F	9	0.009
Vilas F	9	0.009
Vitart F	9	0.009
Vittuari L	9	0.009
Vizoso G	9	0.009
Volpe M	9	0.009
Voss M	9	0.009
Voulgarakis A	9	0.009
Vrac M	9	0.009
Waight TE	9	0.009
Walker J	9	0.009
Wan JZ	9	0.009
Wandres M	9	0.009
Wang BB	9	0.009
Wang CM	9	0.009
Wang DZ	9	0.009
Wang GY	9	0.009
Wang HV	9	0.009
Wang JP	9	0.009
Wang LW	9	0.009
Wang PQ	9	0.009
Wang WW	9	0.009
Wang XB	9	0.009
Wang YB	9	0.009
Warner SJ	9	0.009
Watanabe Y	9	0.009
Webster MA	9	0.009
Wegmann M	9	0.009
Wei GJ	9	0.009
Wei L	9	0.009
Wei YL	9	0.009
Weill A	9	0.009
Weingartner TJ	9	0.009
Weiss J	9	0.009
Wen ZD	9	0.009
Wendt A	9	0.009
Wenzhofer F	9	0.009
Wernberg T	9	0.009
Werner FE	9	0.009
Westermann S	9	0.009
Wetzel A	9	0.009
White JWC	9	0.009
Whitney FA	9	0.009
Wick GA	9	0.009
Wieczorek M	9	0.009
Wiese D	9	0.009
Wieser M	9	0.009
Wijbrans JR	9	0.009
Willcock S	9	0.009
Willebrand J	9	0.009
Williams B	9	0.009
Williams R	9	0.009
Williams WJ	9	0.009
Willmes S	9	0.009
Willner K	9	0.009
Wilson AB	9	0.009
Wilson GS	9	0.009
Wilson L	9	0.009
Wilson RJ	9	0.009
Wilson T	9	0.009
Winter K	9	0.009
Wirasatriya A	9	0.009
Witt MJ	9	0.009
Wong CS	9	0.009
Wood NB	9	0.009
Woodhouse IH	9	0.009
Woodroffe SA	9	0.009
Woollings T	9	0.009
Woolway RI	9	0.009
Worby AP	9	0.009
Wright AP	9	0.009
Wu E	9	0.009
Wu HT	9	0.009
Wu JQ	9	0.009
Wu JW	9	0.009
Wu QY	9	0.009
Wu T	9	0.009
Wu TR	9	0.009
Wu WC	9	0.009
Wu WW	9	0.009
Wu XF	9	0.009
Wu YJ	9	0.009
Wu YM	9	0.009
Wu ZF	9	0.009
Wu ZS	9	0.009
Xiao RY	9	0.009
Xie FQ	9	0.009
Xing S	9	0.009
Xing YQ	9	0.009
Xiong B	9	0.009
